#         t          x          y          z         vx         vy         vz
      5.920      1.543     98.396     64.371     94.061    -54.545     11.981
      5.921      1.637     98.342     64.383     94.034    -54.793     11.806
      5.922      1.731     98.287     64.395     94.007    -55.040     11.631
      5.923      1.825     98.231     64.406     93.980    -55.288     11.456
      5.924      1.919     98.176     64.418     93.952    -55.536     11.280
      5.925      2.013     98.120     64.429     93.924    -55.784     11.105
      5.926      2.107     98.065     64.440     93.896    -56.031     10.929
      5.927      2.201     98.008     64.451     93.868    -56.279     10.753
      5.928      2.294     97.952     64.461     93.840    -56.527     10.577
      5.929      2.388     97.895     64.472     93.811    -56.775     10.401
      5.930      2.482     97.838     64.482     93.782    -57.022     10.225
      5.931      2.576     97.781     64.492     93.753    -57.270     10.048
      5.932      2.670     97.724     64.502     93.724    -57.518      9.872
      5.933      2.763     97.666     64.512     93.694    -57.766      9.695
      5.934      2.857     97.608     64.522     93.664    -58.013      9.519
      5.935      2.951     97.550     64.531     93.634    -58.261      9.342
      5.936      3.044     97.492     64.540     93.604    -58.509      9.165
      5.937      3.138     97.433     64.549     93.573    -58.757      8.988
      5.938      3.231     97.374     64.558     93.542    -59.005      8.811
      5.939      3.325     97.315     64.567     93.511    -59.252      8.633
      5.940      3.418     97.256     64.576     93.480    -59.500      8.456
      5.941      3.512     97.196     64.584     93.448    -59.748      8.278
      5.942      3.605     97.136     64.592     93.416    -59.996      8.100
      5.943      3.699     97.076     64.600     93.384    -60.244      7.923
      5.944      3.792     97.016     64.608     93.352    -60.492      7.745
      5.945      3.885     96.955     64.616     93.320    -60.740      7.566
      5.946      3.979     96.894     64.623     93.287    -60.987      7.388
      5.947      4.072     96.833     64.630     93.254    -61.235      7.210
      5.948      4.165     96.772     64.637     93.220    -61.483      7.031
      5.949      4.258     96.710     64.644     93.187    -61.731      6.852
      5.950      4.352     96.648     64.651     93.153    -61.979      6.674
      5.951      4.445     96.586     64.658     93.119    -62.227      6.495
      5.952      4.538     96.524     64.664     93.085    -62.475      6.316
      5.953      4.631     96.461     64.670     93.050    -62.723      6.136
      5.954      4.724     96.398     64.676     93.015    -62.971      5.957
      5.955      4.817     96.335     64.682     92.980    -63.219      5.778
      5.956      4.910     96.272     64.688     92.945    -63.467      5.598
      5.957      5.003     96.208     64.694     92.910    -63.715      5.418
      5.958      5.096     96.145     64.699     92.874    -63.964      5.238
      5.959      5.189     96.081     64.704     92.838    -64.212      5.058
      5.960      5.281     96.016     64.709     92.801    -64.460      4.878
      5.961      5.374     95.952     64.714     92.765    -64.708      4.698
      5.962      5.467     95.887     64.718     92.728    -64.956      4.517
      5.963      5.560     95.822     64.723     92.691    -65.204      4.336
      5.964      5.652     95.756     64.727     92.654    -65.453      4.156
      5.965      5.745     95.691     64.731     92.616    -65.701      3.975
      5.966      5.838     95.625     64.735     92.578    -65.949      3.794
      5.967      5.930     95.559     64.739     92.540    -66.198      3.612
      5.968      6.023     95.493     64.742     92.502    -66.446      3.431
      5.969      6.115     95.426     64.746     92.464    -66.694      3.250
      5.970      6.208     95.359     64.749     92.425    -66.943      3.068
      5.971      6.300     95.292     64.752     92.386    -67.191      2.886
      5.972      6.392     95.225     64.754     92.346    -67.440      2.704
      5.973      6.485     95.157     64.757     92.307    -67.688      2.522
      5.974      6.577     95.089     64.760     92.267    -67.937      2.340
      5.975      6.669     95.021     64.762     92.227    -68.185      2.158
      5.976      6.761     94.953     64.764     92.186    -68.434      1.975
      5.977      6.854     94.884     64.766     92.146    -68.682      1.792
      5.978      6.946     94.816     64.767     92.105    -68.931      1.609
      5.979      7.038     94.747     64.769     92.064    -69.180      1.426
      5.980      7.130     94.677     64.770     92.022    -69.428      1.243
      5.981      7.222     94.608     64.771     91.981    -69.677      1.060
      5.982      7.314     94.538     64.772     91.939    -69.926      0.877
      5.983      7.406     94.468     64.773     91.897    -70.175      0.693
      5.984      7.498     94.398     64.774     91.854    -70.423      0.509
      5.985      7.589     94.327     64.774     91.811    -70.672      0.325
      5.986      7.681     94.256     64.774     91.769    -70.921      0.141
      5.987      7.773     94.185     64.774     91.725    -71.170     -0.043
      5.988      7.865     94.114     64.774     91.682    -71.419     -0.227
      5.989      7.956     94.042     64.774     91.638    -71.668     -0.412
      5.990      8.048     93.971     64.774     91.594    -71.917     -0.597
      5.991      8.140     93.899     64.773     91.550    -72.166     -0.782
      5.992      8.231     93.826     64.772     91.505    -72.415     -0.967
      5.993      8.323     93.754     64.771     91.460    -72.664     -1.152
      5.994      8.414     93.681     64.770     91.415    -72.914     -1.337
      5.995      8.505     93.608     64.768     91.370    -73.163     -1.523
      5.996      8.597     93.535     64.767     91.324    -73.412     -1.708
      5.997      8.688     93.461     64.765     91.278    -73.662     -1.894
      5.998      8.779     93.387     64.763     91.232    -73.911     -2.080
      5.999      8.870     93.313     64.761     91.186    -74.160     -2.266
      6.000      8.962     93.239     64.758     91.139    -74.410     -2.453
      6.001      9.053     93.164     64.756     91.092    -74.659     -2.639
      6.002      9.144     93.090     64.753     91.045    -74.909     -2.826
      6.003      9.235     93.015     64.750     90.998    -75.158     -3.013
      6.004      9.326     92.939     64.747     90.950    -75.408     -3.200
      6.005      9.417     92.864     64.744     90.902    -75.658     -3.387
      6.006      9.508     92.788     64.740     90.853    -75.907     -3.574
      6.007      9.598     92.712     64.737     90.805    -76.157     -3.762
      6.008      9.689     92.636     64.733     90.756    -76.407     -3.949
      6.009      9.780     92.559     64.729     90.707    -76.657     -4.137
      6.010      9.871     92.482     64.724     90.657    -76.907     -4.325
      6.011      9.961     92.405     64.720     90.608    -77.157     -4.513
      6.012     10.052     92.328     64.715     90.558    -77.407     -4.702
      6.013     10.142     92.251     64.711     90.507    -77.657     -4.890
      6.014     10.233     92.173     64.706     90.457    -77.907     -5.079
      6.015     10.323     92.095     64.700     90.406    -78.157     -5.268
      6.016     10.414     92.016     64.695     90.355    -78.407     -5.457
      6.017     10.504     91.938     64.690     90.304    -78.658     -5.646
      6.018     10.594     91.859     64.684     90.252    -78.908     -5.835
      6.019     10.685     91.780     64.678     90.200    -79.158     -6.025
      6.020     10.775     91.701     64.672     90.148    -79.409     -6.215
      6.021     10.865     91.621     64.665     90.095    -79.659     -6.405
      6.022     10.955     91.542     64.659     90.043    -79.910     -6.595
      6.023     11.045     91.461     64.652     89.989    -80.160     -6.785
      6.024     11.135     91.381     64.645     89.936    -80.411     -6.976
      6.025     11.225     91.301     64.638     89.882    -80.662     -7.166
      6.026     11.315     91.220     64.631     89.829    -80.912     -7.357
      6.027     11.404     91.139     64.624     89.774    -81.163     -7.548
      6.028     11.494     91.058     64.616     89.720    -81.414     -7.739
      6.029     11.584     90.976     64.608     89.665    -81.665     -7.931
      6.030     11.673     90.894     64.600     89.610    -81.916     -8.122
      6.031     11.763     90.812     64.592     89.555    -82.167     -8.314
      6.032     11.853     90.730     64.583     89.499    -82.418     -8.506
      6.033     11.942     90.647     64.575     89.443    -82.669     -8.698
      6.034     12.031     90.565     64.566     89.387    -82.921     -8.891
      6.035     12.121     90.481     64.557     89.330    -83.172     -9.083
      6.036     12.210     90.398     64.548     89.273    -83.423     -9.276
      6.037     12.299     90.315     64.538     89.216    -83.675     -9.469
